transaction_id,timestamp,input_address,output_address,amount_btc,input_count,output_count,transaction_size,fee_btc,block_height,time_to_next_transaction,unique_counterparties,scenario,label
f1bed0f0c9cb44e5715018601214b9701d04359b1d5d7814cf027ebf02a97775,2026-08-01T01:48:30+00:00,bc1qf4d977aa6446032ef28083acdfa6149a5c,bc1q73ef27e8a9874a45c4190828fc64790442,70.3828,24,1,3752,0.0042,850015,810,25,fan_in,suspicious
0280337d9ba5834a21facd7ed24298e00f10bb178dbb5650205c9951891b570d,2026-08-01T02:26:31+00:00,bc1q6f9b229dea6c76b77ec45dda7228b47fa6,bc1q8637b2e3c0703170b9e5bbb50c41367040,41.5455,1,24,966,0.0035,850016,3031,25,fan_out,suspicious
93cfd5be9ef2e60c5a714ed923ffc53a4ec7df3a8a7e4ac271da1df61e85215b,2026-08-01T02:19:50+00:00,bc1qb9922ca0ee341f3db1ec7f74cc941688e3,bc1qe30bca4693a9e38941dc7a8185b68887f9,28.9101,28,1,4344,0.0042,850016,2570,29,fan_in,suspicious
5d7e3d9b96768f9f1b00c1b44e0d1a8df01ef8eddd8698283681fa178e056aeb,2026-08-01T02:08:52+00:00,bc1qc788f8116372df5ed1a2ab88e18c2afbb1,bc1qb1961658f2e7e87290dbeaad2808ab7a0f,67.4123,20,1,3160,0.0042,850016,1852,21,fan_in,suspicious
bfd069241e893c466a0f6c0c29f068253ae18770c949c31e23f806d0a0540f3c,2026-08-01T02:04:32+00:00,bc1q9a77c63df6386b820d68d494e390be9463,bc1q31462d660295342e7c47345e7562095420,48.4253,15,1,2420,0.0042,850016,1532,16,fan_in,suspicious
411b30d7a76a64c8335b90133b695a0a89d87c3017467521a5460435bf47c0e6,2026-08-01T05:59:34+00:00,bc1q6c7d66f8eb2add81c08148f6a0eff0a988,bc1q98b78e3e5891ef44d5c0c763ab2b5f1ab5,1.0804,2,2,234,0.000158,850016,15574,4,normal,normal
d8c84793d65ab7c6c259ae3c9409631076b0bb78b353c83cc0f62dc08f6d5f70,2026-08-01T01:42:24+00:00,bc1q41dd6ed101efeff0e0478ecd36add6fdb7,bc1q1b4db58679d5ce7e0c098424065194a57e,25.447,1,2,225,0.0015,850016,84,3,rapid_forwarding,suspicious
f1a8a470b782ddb479683534fa3b00d5afa7fd7769579f141f2c2e35103d89a5,2026-08-01T01:48:13+00:00,bc1qcycle_42_node_0,bc1qcycle_42_node_1,22.4947,2,2,250,0.0012,850017,373,3,circular_flow,suspicious
127cd1443dd9c0db62491e035259f84df38dd4903affd2e91c7661a62de51da9,2026-08-01T13:29:23+00:00,bc1q5e389e2a17e37a447e7cd0b2c5cbb644e4,bc1q6c11b0d31d249fe08501c59ded10371462,0.8446,1,2,227,0.000134,850017,42383,3,normal,normal
6c4f3ffe8ae36c94b8a673ddd4e8bc57defb786e2c102ff80a11f3fda32e448e,2026-08-01T01:49:50+00:00,bc1qcycle_42_node_2,bc1qcycle_42_node_0,8.5374,2,2,250,0.0012,850017,350,3,circular_flow,suspicious
db13c1f24096da42541b9229a40962fc8ea9cfd794a63d6591f7f68d4e9deb94,2026-08-01T10:53:58+00:00,bc1q9c16c890856a0551e37f670d3e1ee53e25,bc1qa932efb07db402d4d0c72d7ec3fec45523,1.5321,1,2,233,0.000203,850017,32938,3,normal,normal
c51deb1fd77e703e02297b2852896fc4a8d91d7bb8ba5db85517798e31091fbc,2026-08-01T02:35:17+00:00,bc1q27afed02a2f2f30d8c13d8994383e446ea,bc1q90a1f284c397c810ceb02f94aa3aa10762,47.4992,1,3,280,0.0025,850017,2957,4,dormancy_burst,suspicious
84c2ccf7e8884e804aff02f4eb0af0117784bcf73ce2138426555b0d492f8644,2026-08-01T02:25:44+00:00,bc1qf01fec10471bb1740aedc6def52141b221,bc1qadd71ade60cf1a479bd9043d6137f17fce,47.9757,19,1,3012,0.0042,850017,2324,20,fan_in,suspicious
153e16acfa79cb6122f8743b157245d3c243d502f3612e62d2e6346e10dd0c52,2026-08-01T01:53:22+00:00,bc1qb532af48465c186db23463bd2f5246d850,bc1q6afaf798fb3d79beb1da2e1e0409c0825f,82.4862,39,1,5972,0.0042,850018,322,40,fan_in,suspicious
943d94e5e747b27ca6a8b1a6cdb4d4fff7bb5fea25e88ce5419743160a0e8eb8,2026-08-01T02:28:01+00:00,bc1q9aa16437f25c248556093074885d1fdfcd,bc1q4e1215cefbf248b8b4287e53d8157731e9,49.6957,1,3,280,0.0025,850018,2341,4,dormancy_burst,suspicious
dedf9f9c7c3cc480ed755ef1ef3bb182bc14f2938239b2c14c8fe6c8c8ab70bd,2026-08-01T02:02:10+00:00,bc1qcycle_42_node_2,bc1qcycle_42_node_0,18.2201,2,2,250,0.0012,850018,730,3,circular_flow,suspicious
49a070892ce7ca867d2c1b4cb9d74eae0365574e4aa53106d8ed3b8c658e86cc,2026-08-01T02:04:17+00:00,bc1qa8ae1f2f5bee450c23b1086a3028480c8f,bc1q20b4553d92bc3f8d3fab7ca3d0c525941b,44.67,1,26,1034,0.0035,850018,797,27,fan_out,suspicious
cac7bad510c4bcccbd5d525a9748c7b0381fd24cd80cff04cf26b770a2ac13ce,2026-08-01T02:35:09+00:00,bc1q4e29df11cd65537f42469e9440ecb1d37b,bc1qf3db27d9c564e51ad352aa0edc026e06ad,61.6817,39,1,5972,0.0042,850018,2589,40,fan_in,suspicious
8f47beca4954b1679390cea9b72b6f8bfabb565cd51c06b6f37d923992add567,2026-08-01T02:44:49+00:00,bc1q16ff13c6a4360ffded75d45bf7a61dace6,bc1q36295ccb3a026dbd418a1836ba30712385,103.3506,1,3,280,0.0025,850018,3109,4,dormancy_burst,suspicious
c5636db01f8da00f3b9ccbf27701b02f46d66ec7fdf9248c566e5ffef367791a,2026-08-01T02:33:07+00:00,bc1q15507d456b1cb15c5df56d12cba66dafcd,bc1qf1c556d73fec390381333adbccd566318e,104.7512,1,3,280,0.0025,850019,2347,4,dormancy_burst,suspicious
9153de24a33b3fd31aea81dfdfb1380ce7bb0eba7f13f261183689a564b948d1,2026-08-01T02:10:51+00:00,bc1q13238ed7145e213375024adda92e64453f,bc1qc8765985366ac8a06bfae4563a36ea905a,63.3376,1,27,1068,0.0035,850019,951,28,fan_out,suspicious
26f7d4e59c276ab97e106d82c91d484535c87f437d556d3a8a46279a0c60e3db,2026-08-01T01:57:33+00:00,bc1q9264d390e035211c7f15bac67efe93881e,bc1q682849b42f7abf5b184e8ab91dd5eb7caf,38.5945,1,2,225,0.0015,850019,93,3,rapid_forwarding,suspicious
e57ec332718db2973f31524edcf873c5a7bddb14eb0fdc457badec04e399932b,2026-08-01T11:56:23+00:00,bc1q7486c84b16605b19fe86a2844d555907ff,bc1q274b6fe399ccacff0b0e8b640f7ab7f6ca,1.2166,1,2,234,0.000172,850019,35963,3,normal,normal
ce71ba875dd5a3b5c94326eb675337aa98de97a2e2a6e3e2bece2c129a256dbd,2026-08-01T07:40:05+00:00,bc1q27abf3078f591190195008f05aee2bcf1c,bc1qda07c3ba9c18457b9b9558dfe3aff07697,0.5939,2,2,248,0.000109,850019,20525,4,normal,normal
eef585aa0c265c0fe4a5f87b0fb46299a77f6a1742cf148c1cfce3018c6d4993,2026-08-01T02:13:26+00:00,bc1q3f83a9aeed36b37d6bffaf9ee0e3801919,bc1q5e0207724698e7f3a93b3798caa46a716c,24.804,1,24,966,0.0035,850019,866,25,fan_out,suspicious
c1e596e1e33e4f1788946ac7ab21f29957ca3a938b162e628d752ba2424f0f22,2026-08-01T02:53:13+00:00,bc1q6df88ffca503aa5e8feb6d3f4f032b9d2b,bc1q29cef9e27b7f6a0ef7d74e13d0cebcc602,34.9767,28,1,4344,0.0042,850020,3193,29,fan_in,suspicious
